Customer_ID,Age,Is_Senior,Marital_Status,Credit_Score,Region
102,33,0,Married,796,Suburban
103,34,0,Single,701,Rural
104,27,0,Single,638,Urban
105,37,0,Married,716,Rural
106,46,0,Married,726,Rural
107,68,1,Married,668,Suburban
108,42,0,Married,697,Urban
109,43,0,Married,721,Suburban
110,38,0,Widowed,740,Rural
111,18,0,Single,593,Urban
112,39,0,Married,718,Urban
113,40,0,Single,744,Suburban
114,76,1,Divorced,673,Suburban
115,37,0,Married,697,Rural
116,44,0,Married,745,Urban
117,39,0,Single,740,Rural
118,22,0,Single,727,Rural
119,57,1,Married,746,Suburban
120,51,0,Widowed,705,Suburban
121,51,0,Married,705,Suburban
122,26,0,Married,730,Urban
123,61,1,Married,737,Suburban
124,18,0,Married,713,Suburban
125,48,0,Single,763,Suburban
126,72,1,Widowed,685,Urban
127,25,0,Married,749,Suburban
128,31,0,Widowed,692,Suburban
129,41,0,Divorced,700,Urban
130,32,0,Married,804,Urban
131,18,0,Single,681,Suburban
132,41,0,Married,756,Suburban
133,24,0,Single,727,Rural
134,47,0,Married,669,Suburban
135,26,0,Single,718,Rural
136,63,1,Married,759,Suburban
137,28,0,Divorced,815,Urban
138,35,0,Divorced,727,Urban
139,52,0,Married,699,Suburban
140,21,0,Married,658,Urban
141,43,0,Married,675,Urban
142,59,1,Single,806,Urban
143,18,0,Married,639,Urban
144,42,0,Single,707,Suburban
145,43,0,Married,767,Suburban
146,51,0,Married,633,Rural
147,21,0,Married,675,Urban
148,20,0,Married,652,Rural
149,47,0,Single,705,Urban
150,44,0,Widowed,761,Rural
151,43,0,Married,688,Urban
152,45,0,Single,721,Urban
153,29,0,Married,666,Suburban
154,43,0,Single,753,Suburban
155,44,0,Married,761,Urban
156,29,0,Single,737,Suburban
157,67,1,Widowed,738,Suburban
158,47,0,Married,721,Suburban
159,22,0,Single,660,Urban
160,49,0,Married,691,Suburban
161,25,0,Married,765,Suburban
162,51,0,Married,680,Suburban
163,57,1,Married,754,Urban
164,27,0,Married,704,Urban
165,54,0,Married,646,Rural
166,46,0,Married,758,Urban
167,52,0,Married,684,Urban
168,68,1,Single,709,Urban
169,36,0,Widowed,643,Urban
170,28,0,Married,736,Urban
171,26,0,Married,712,Urban
172,27,0,Married,773,Urban
173,38,0,Divorced,757,Urban
174,45,0,Single,786,Urban
175,44,0,Married,693,Suburban
176,52,0,Married,719,Rural
177,40,0,Married,679,Urban
178,61,1,Married,614,Urban
179,36,0,Widowed,724,Rural
180,80,1,Divorced,654,Suburban
181,49,0,Married,678,Suburban
182,27,0,Single,784,Urban
183,23,0,Married,704,Suburban
184,47,0,Married,680,Urban
185,36,0,Divorced,663,Urban
186,50,0,Single,707,Urban
187,47,0,Married,806,Suburban
188,38,0,Married,743,Suburban
189,27,0,Divorced,681,Urban
190,18,0,Single,739,Rural
191,33,0,Married,746,Rural
192,52,0,Married,716,Rural
193,43,0,Married,750,Urban
194,21,0,Widowed,787,Urban
195,42,0,Single,740,Urban
196,45,0,Married,745,Urban
197,26,0,Single,729,Urban
198,42,0,Single,837,Urban
199,40,0,Married,668,Suburban
200,22,0,Married,753,Suburban
201,45,0,Single,767,Urban
202,48,0,Single,696,Urban
203,56,1,Single,640,Rural
204,55,1,Divorced,752,Rural
205,19,0,Married,661,Urban
206,25,0,Married,724,Urban
207,47,0,Widowed,696,Suburban
208,47,0,Married,745,Urban
209,47,0,Single,779,Urban
210,90,1,Single,736,Urban
211,48,0,Single,792,Suburban
212,57,1,Married,685,Suburban
213,54,0,Single,775,Rural
214,49,0,Divorced,706,Urban
215,35,0,Single,775,Urban
216,51,0,Married,757,Suburban
217,28,0,Married,732,Urban
218,36,0,Married,688,Rural
219,32,0,Married,705,Suburban
220,41,0,Married,686,Urban
221,74,1,Widowed,709,Rural
222,18,0,Single,645,Suburban
223,50,0,Single,746,Suburban
224,18,0,Single,750,Urban
225,32,0,Married,727,Urban
226,56,1,Widowed,717,Rural
227,40,0,Married,752,Suburban
228,23,0,Married,814,Urban
229,29,0,Married,703,Rural
230,50,0,Divorced,741,Urban
231,29,0,Divorced,708,Urban
232,43,0,Married,627,Rural
233,40,0,Divorced,695,Urban
234,30,0,Married,653,Suburban
235,72,1,Married,725,Urban
236,49,0,Divorced,765,Urban
237,18,0,Single,771,Urban
238,42,0,Single,708,Suburban
239,30,0,Single,668,Suburban
240,52,0,Divorced,850,Suburban
241,28,0,Single,755,Rural
242,38,0,Divorced,660,Suburban
243,47,0,Single,773,Suburban
244,52,0,Widowed,817,Rural
245,21,0,Widowed,717,Urban
246,34,0,Married,696,Urban
247,32,0,Divorced,701,Suburban
248,30,0,Married,667,Suburban
249,66,1,Married,685,Urban
250,46,0,Single,738,Suburban
251,21,0,Married,735,Suburban
252,53,0,Single,662,Rural
253,71,1,Divorced,703,Rural
254,55,1,Married,743,Urban
255,18,0,Married,688,Rural
256,32,0,Widowed,729,Suburban
257,59,1,Married,707,Suburban
258,29,0,Married,764,Urban
259,46,0,Married,685,Suburban
260,51,0,Single,749,Urban
261,26,0,Single,717,Urban
262,39,0,Divorced,804,Rural
263,18,0,Married,728,Rural
264,24,0,Divorced,741,Urban
265,36,0,Single,696,Suburban
266,21,0,Married,656,Rural
267,64,1,Single,642,Urban
268,18,0,Single,667,Urban
269,33,0,Single,786,Urban
270,41,0,Married,800,Urban
271,61,1,Married,751,Suburban
272,18,0,Married,703,Urban
273,57,1,Married,749,Urban
274,40,0,Single,750,Urban
275,25,0,Married,643,Suburban
276,46,0,Single,655,Urban
277,42,0,Married,755,Urban
278,30,0,Married,747,Urban
279,41,0,Single,676,Urban
280,34,0,Married,698,Urban
281,41,0,Divorced,709,Suburban
282,49,0,Married,727,Urban
283,63,1,Married,655,Suburban
284,21,0,Divorced,710,Urban
285,71,1,Single,747,Suburban
286,18,0,Married,654,Rural
287,37,0,Married,706,Rural
288,48,0,Single,690,Suburban
289,44,0,Widowed,775,Urban
290,30,0,Divorced,674,Urban
291,36,0,Married,704,Suburban
292,32,0,Widowed,767,Urban
293,31,0,Married,789,Urban
294,52,0,Married,714,Urban
295,45,0,Divorced,744,Rural
296,29,0,Married,645,Urban
297,53,0,Married,703,Urban
298,44,0,Married,688,Suburban
299,52,0,Married,693,Urban
300,49,0,Single,757,Suburban
301,27,0,Single,673,Suburban
302,31,0,Married,749,Urban
303,51,0,Single,594,Suburban
304,49,0,Widowed,714,Rural
305,39,0,Divorced,667,Suburban
306,41,0,Married,658,Rural
307,59,1,Widowed,686,Urban
308,31,0,Single,720,Urban
309,48,0,Married,732,Rural
310,36,0,Married,733,Urban
311,36,0,Married,737,Suburban
312,56,1,Single,840,Urban
313,52,0,Married,651,Urban
314,52,0,Single,679,Urban
315,59,1,Married,620,Urban
316,40,0,Widowed,715,Rural
317,50,0,Married,715,Suburban
318,35,0,Widowed,659,Suburban
319,44,0,Widowed,740,Suburban
320,38,0,Married,679,Rural
321,41,0,Married,751,Urban
322,48,0,Married,655,Urban
323,27,0,Widowed,798,Urban
324,71,1,Single,691,Suburban
325,24,0,Married,684,Urban
326,21,0,Married,758,Suburban
327,57,1,Married,717,Suburban
328,51,0,Widowed,687,Rural
329,49,0,Single,577,Rural
330,49,0,Divorced,690,Urban
331,39,0,Married,749,Suburban
332,26,0,Married,642,Suburban
333,41,0,Widowed,803,Rural
334,29,0,Married,803,Urban
335,54,0,Widowed,672,Urban
336,37,0,Married,765,Rural
337,27,0,Married,642,Suburban
338,35,0,Single,709,Suburban
339,46,0,Widowed,626,Urban
340,31,0,Widowed,748,Rural
341,27,0,Married,702,Rural
342,43,0,Married,659,Rural
343,43,0,Single,715,Urban
344,32,0,Single,738,Rural
345,32,0,Single,735,Rural
346,43,0,Married,840,Suburban
347,18,0,Married,721,Urban
348,18,0,Single,757,Suburban
349,29,0,Divorced,772,Urban
350,36,0,Single,762,Urban
351,44,0,Married,769,Urban
352,62,1,Widowed,666,Urban
353,52,0,Single,664,Urban
354,37,0,Divorced,696,Urban
355,39,0,Widowed,743,Rural
356,24,0,Single,744,Suburban
357,39,0,Single,706,Urban
358,35,0,Married,756,Suburban
359,44,0,Married,681,Suburban
360,27,0,Married,736,Urban
361,47,0,Married,667,Suburban
362,62,1,Married,724,Rural
363,38,0,Married,612,Suburban
364,46,0,Married,829,Urban
365,50,0,Married,729,Urban
366,33,0,Married,763,Rural
367,43,0,Married,709,Suburban
368,40,0,Single,726,Suburban
369,41,0,Single,714,Urban
370,28,0,Married,755,Urban
371,40,0,Single,676,Urban
372,47,0,Divorced,788,Urban
373,61,1,Married,706,Urban
374,54,0,Single,727,Suburban
375,72,1,Widowed,758,Suburban
376,28,0,Divorced,684,Suburban
377,53,0,Married,723,Rural
378,42,0,Single,739,Suburban
379,72,1,Married,749,Urban
380,27,0,Single,685,Urban
381,27,0,Widowed,702,Urban
382,31,0,Single,713,Suburban
383,18,0,Single,664,Urban
384,32,0,Married,653,Suburban
385,28,0,Widowed,574,Urban
386,42,0,Single,677,Suburban
387,45,0,Married,693,Urban
388,68,1,Single,647,Rural
389,54,0,Married,683,Urban
390,31,0,Married,655,Urban
391,26,0,Divorced,660,Rural
392,47,0,Married,768,Urban
393,20,0,Single,673,Suburban
394,67,1,Married,605,Suburban
395,57,1,Married,748,Rural
396,32,0,Widowed,749,Suburban
397,18,0,Married,729,Suburban
398,60,1,Single,734,Urban
399,38,0,Single,762,Urban
400,58,1,Single,796,Suburban
401,18,0,Single,769,Urban
402,31,0,Single,759,Urban
403,40,0,Married,660,Suburban
404,40,0,Divorced,772,Rural
405,33,0,Married,746,Urban
406,49,0,Single,783,Urban
407,23,0,Widowed,686,Urban
408,37,0,Single,685,Urban
409,41,0,Divorced,679,Rural
410,47,0,Single,825,Urban
411,50,0,Divorced,768,Suburban
412,23,0,Widowed,778,Urban
413,18,0,Married,648,Urban
414,59,1,Married,738,Urban
415,44,0,Married,770,Urban
416,28,0,Single,797,Urban
417,63,1,Married,699,Rural
418,41,0,Married,756,Urban
419,57,1,Married,678,Suburban
420,41,0,Widowed,808,Urban
421,70,1,Single,708,Suburban
422,66,1,Married,766,Urban
423,36,0,Married,674,Urban
424,54,0,Married,777,Suburban
425,49,0,Married,728,Urban
426,60,1,Married,728,Urban
427,25,0,Widowed,820,Urban
428,50,0,Widowed,745,Suburban
429,55,1,Married,689,Urban
430,18,0,Married,716,Rural
431,22,0,Married,724,Urban
432,18,0,Married,679,Urban
433,35,0,Married,604,Urban
434,50,0,Married,663,Urban
435,62,1,Married,677,Urban
436,41,0,Single,686,Urban
437,64,1,Single,730,Urban
438,19,0,Single,640,Rural
439,18,0,Married,840,Rural
440,39,0,Widowed,729,Urban
441,45,0,Widowed,713,Rural
442,39,0,Married,735,Urban
443,18,0,Married,681,Rural
444,38,0,Single,767,Urban
445,20,0,Married,738,Suburban
446,50,0,Married,698,Suburban
447,45,0,Single,685,Urban
448,25,0,Single,757,Urban
449,32,0,Married,744,Urban
450,24,0,Single,789,Suburban
451,39,0,Widowed,850,Suburban
452,54,0,Married,754,Urban
453,25,0,Single,677,Rural
454,47,0,Married,780,Urban
455,32,0,Married,573,Rural
456,28,0,Single,769,Urban
457,38,0,Married,752,Urban
458,24,0,Married,763,Urban
459,31,0,Married,718,Urban
460,22,0,Single,569,Suburban
461,69,1,Single,724,Suburban
462,40,0,Married,781,Urban
463,29,0,Single,743,Urban
464,43,0,Married,720,Rural
465,38,0,Single,720,Urban
466,36,0,Married,656,Urban
467,49,0,Single,663,Rural
468,51,0,Widowed,697,Rural
469,32,0,Widowed,694,Suburban
470,31,0,Married,719,Rural
471,35,0,Divorced,653,Urban
472,18,0,Married,761,Suburban
473,18,0,Single,735,Rural
474,60,1,Married,660,Rural
475,64,1,Married,666,Urban
476,36,0,Married,635,Suburban
477,48,0,Married,684,Urban
478,44,0,Single,732,Suburban
479,86,1,Widowed,738,Rural
480,56,1,Single,719,Urban
481,38,0,Single,735,Rural
482,25,0,Single,732,Rural
483,18,0,Married,654,Suburban
484,43,0,Married,701,Suburban
485,28,0,Married,828,Rural
486,18,0,Married,692,Suburban
487,30,0,Married,703,Urban
488,23,0,Married,708,Suburban
489,65,1,Married,691,Rural
490,53,0,Married,642,Suburban
491,39,0,Widowed,773,Urban
492,62,1,Married,604,Suburban
493,41,0,Single,626,Urban
494,27,0,Single,645,Urban
495,62,1,Single,641,Urban
496,48,0,Married,781,Urban
497,24,0,Married,665,Urban
498,37,0,Married,738,Rural
499,26,0,Married,692,Urban
500,19,0,Married,725,Suburban
501,53,0,Single,690,Urban
502,68,1,Single,706,Urban
503,19,0,Single,783,Suburban
504,48,0,Married,705,Urban
505,30,0,Married,747,Suburban
506,32,0,Divorced,715,Urban
507,31,0,Married,687,Suburban
508,27,0,Single,712,Rural
509,40,0,Single,681,Suburban
510,27,0,Married,721,Urban
511,44,0,Married,720,Urban
512,39,0,Married,719,Rural
513,36,0,Married,646,Rural
514,26,0,Married,720,Suburban
515,31,0,Married,651,Suburban
516,51,0,Married,776,Suburban
517,47,0,Single,687,Rural
518,25,0,Divorced,688,Rural
519,41,0,Married,726,Urban
520,51,0,Widowed,725,Suburban
521,18,0,Single,722,Urban
522,48,0,Widowed,754,Urban
523,30,0,Divorced,651,Suburban
524,48,0,Married,701,Urban
525,28,0,Married,765,Suburban
526,18,0,Single,683,Suburban
527,18,0,Single,733,Urban
528,40,0,Divorced,803,Urban
529,43,0,Widowed,676,Urban
530,26,0,Single,690,Urban
531,49,0,Married,661,Urban
532,18,0,Married,737,Urban
533,39,0,Married,804,Urban
534,21,0,Single,686,Rural
535,30,0,Single,784,Urban
536,40,0,Divorced,748,Rural
537,27,0,Single,755,Rural
538,34,0,Widowed,698,Urban
539,55,1,Single,709,Rural
540,31,0,Divorced,752,Suburban
541,52,0,Married,767,Suburban
542,23,0,Divorced,821,Rural
543,47,0,Single,723,Suburban
544,61,1,Married,776,Urban
545,18,0,Married,693,Urban
546,28,0,Widowed,709,Urban
547,48,0,Married,715,Urban
548,36,0,Married,734,Urban
549,45,0,Married,739,Suburban
550,30,0,Single,702,Rural
551,41,0,Divorced,780,Rural
552,37,0,Married,726,Urban
553,57,1,Married,686,Suburban
554,43,0,Widowed,666,Urban
555,45,0,Single,690,Urban
556,33,0,Divorced,703,Rural
557,32,0,Married,768,Suburban
558,33,0,Married,729,Urban
559,45,0,Married,623,Suburban
560,33,0,Single,678,Rural
561,44,0,Married,710,Suburban
562,71,1,Married,651,Suburban
563,53,0,Married,682,Urban
564,35,0,Married,736,Urban
565,58,1,Divorced,659,Rural
566,33,0,Married,769,Urban
567,18,0,Single,692,Rural
568,24,0,Widowed,646,Urban
569,18,0,Married,632,Suburban
570,34,0,Single,782,Urban
571,40,0,Widowed,776,Suburban
572,65,1,Widowed,726,Urban
573,44,0,Married,652,Urban
574,36,0,Married,748,Urban
575,52,0,Married,640,Urban
576,18,0,Single,636,Urban
577,43,0,Single,666,Urban
578,51,0,Single,749,Rural
579,18,0,Married,683,Suburban
580,57,1,Married,760,Suburban
581,45,0,Single,693,Rural
582,33,0,Married,700,Suburban
583,49,0,Single,723,Urban
584,74,1,Married,743,Suburban
585,42,0,Married,751,Urban
586,43,0,Married,668,Suburban
587,33,0,Married,689,Suburban
588,27,0,Married,609,Suburban
589,52,0,Married,674,Rural
590,27,0,Married,607,Urban
591,41,0,Married,751,Urban
592,32,0,Married,682,Suburban
593,47,0,Single,748,Urban
594,45,0,Married,748,Suburban
595,55,1,Single,762,Suburban
596,32,0,Single,656,Suburban
597,35,0,Single,699,Urban
598,25,0,Widowed,686,Rural
599,33,0,Married,733,Rural
600,45,0,Single,758,Rural
601,51,0,Widowed,784,Suburban
602,26,0,Divorced,679,Urban
603,53,0,Married,700,Suburban
604,60,1,Married,678,Urban
605,46,0,Married,791,Urban
606,68,1,Single,744,Urban
607,28,0,Single,684,Suburban
608,21,0,Married,666,Rural
609,18,0,Single,581,Rural
610,62,1,Single,723,Suburban
611,49,0,Married,741,Urban
612,39,0,Divorced,737,Rural
613,44,0,Single,707,Suburban
614,23,0,Married,720,Suburban
615,76,1,Single,684,Urban
616,41,0,Married,734,Urban
617,41,0,Single,752,Urban
618,50,0,Widowed,624,Suburban
619,47,0,Divorced,777,Suburban
620,43,0,Married,703,Urban
621,28,0,Married,595,Urban
622,47,0,Married,686,Urban
623,68,1,Single,751,Suburban
624,60,1,Married,680,Suburban
625,63,1,Single,778,Urban
626,32,0,Married,776,Suburban
627,25,0,Married,750,Urban
628,38,0,Married,687,Urban
629,40,0,Widowed,660,Urban
630,56,1,Single,672,Urban
631,18,0,Married,688,Suburban
632,62,1,Married,705,Suburban
633,37,0,Single,642,Urban
634,33,0,Married,698,Urban
635,24,0,Single,660,Urban
636,18,0,Single,796,Urban
637,52,0,Single,767,Suburban
638,41,0,Single,785,Rural
639,20,0,Single,748,Rural
640,20,0,Single,723,Suburban
641,34,0,Widowed,688,Suburban
642,65,1,Single,749,Suburban
643,36,0,Married,698,Rural
644,18,0,Married,729,Urban
645,36,0,Married,715,Urban
646,35,0,Single,759,Urban
647,18,0,Single,675,Urban
648,39,0,Married,669,Urban
649,36,0,Married,713,Rural
650,50,0,Married,649,Urban
651,67,1,Divorced,667,Suburban
652,56,1,Single,718,Urban
653,35,0,Single,773,Rural
654,23,0,Married,645,Urban
655,78,1,Single,690,Urban
656,40,0,Married,645,Urban
657,40,0,Single,717,Suburban
658,39,0,Married,673,Suburban
659,42,0,Married,732,Rural
660,37,0,Married,729,Urban
661,31,0,Married,752,Urban
662,31,0,Widowed,624,Rural
663,39,0,Married,709,Suburban
664,31,0,Married,730,Urban
665,29,0,Single,690,Rural
666,41,0,Divorced,635,Urban
667,36,0,Married,750,Urban
668,62,1,Single,725,Suburban
669,18,0,Single,678,Rural
670,56,1,Married,670,Suburban
671,58,1,Married,761,Suburban
672,18,0,Married,708,Rural
673,34,0,Divorced,637,Rural
674,34,0,Married,639,Urban
675,18,0,Married,692,Rural
676,28,0,Single,746,Suburban
677,23,0,Single,696,Rural
678,66,1,Married,710,Rural
679,54,0,Single,696,Urban
680,59,1,Married,736,Urban
681,50,0,Married,774,Suburban
682,23,0,Single,762,Urban
683,32,0,Widowed,669,Suburban
684,47,0,Married,733,Urban
685,21,0,Divorced,726,Urban
686,50,0,Single,792,Rural
687,36,0,Married,633,Suburban
688,34,0,Single,773,Suburban
689,50,0,Married,675,Urban
690,46,0,Widowed,707,Rural
691,34,0,Divorced,705,Suburban
692,57,1,Married,703,Urban
693,23,0,Married,747,Urban
694,49,0,Married,766,Urban
695,48,0,Married,730,Urban
696,35,0,Married,739,Rural
697,44,0,Married,683,Urban
698,21,0,Single,755,Suburban
699,53,0,Married,754,Urban
700,37,0,Divorced,731,Urban
701,32,0,Divorced,761,Urban
702,55,1,Married,716,Suburban
703,29,0,Divorced,714,Urban
704,18,0,Married,757,Suburban
705,18,0,Married,702,Suburban
706,49,0,Single,709,Urban
707,20,0,Married,723,Urban
708,66,1,Single,786,Suburban
709,18,0,Single,683,Suburban
710,65,1,Widowed,737,Suburban
711,43,0,Single,700,Urban
712,38,0,Single,726,Suburban
713,31,0,Married,795,Suburban
714,45,0,Married,734,Urban
715,39,0,Single,729,Urban
716,56,1,Married,660,Rural
717,41,0,Married,751,Urban
718,42,0,Married,803,Urban
719,34,0,Single,760,Urban
720,39,0,Married,690,Urban
721,44,0,Single,708,Urban
722,18,0,Married,793,Urban
723,19,0,Married,756,Urban
724,51,0,Married,713,Urban
725,42,0,Married,808,Urban
726,37,0,Divorced,630,Rural
727,40,0,Married,743,Suburban
728,45,0,Married,723,Urban
729,31,0,Single,703,Suburban
730,28,0,Married,701,Rural
731,42,0,Married,643,Urban
732,25,0,Married,726,Suburban
733,46,0,Widowed,657,Urban
734,18,0,Single,843,Urban
735,55,1,Married,738,Suburban
736,47,0,Married,761,Rural
737,43,0,Married,732,Suburban
738,54,0,Married,654,Urban
739,64,1,Single,661,Urban
740,55,1,Divorced,705,Suburban
741,18,0,Married,720,Urban
742,20,0,Single,690,Rural
743,30,0,Married,723,Urban
744,40,0,Married,629,Suburban
745,47,0,Married,725,Urban
746,29,0,Married,726,Urban
747,42,0,Widowed,672,Rural
748,28,0,Married,777,Urban
749,30,0,Married,764,Suburban
750,18,0,Single,694,Urban
751,26,0,Divorced,692,Urban
752,19,0,Single,653,Rural
753,25,0,Widowed,656,Urban
754,55,1,Married,685,Urban
755,25,0,Divorced,683,Urban
756,79,1,Single,727,Suburban
757,47,0,Divorced,775,Urban
758,42,0,Single,770,Rural
759,27,0,Married,613,Suburban
760,50,0,Single,732,Urban
761,31,0,Married,764,Rural
762,41,0,Married,741,Suburban
763,78,1,Married,762,Urban
764,38,0,Widowed,742,Urban
765,57,1,Married,686,Urban
766,29,0,Single,738,Suburban
767,39,0,Married,702,Urban
768,66,1,Widowed,715,Rural
769,30,0,Married,612,Urban
770,67,1,Single,693,Suburban
771,50,0,Divorced,726,Suburban
772,31,0,Married,721,Suburban
773,49,0,Married,587,Rural
774,54,0,Single,718,Urban
775,49,0,Widowed,699,Suburban
776,18,0,Single,826,Suburban
777,29,0,Married,740,Urban
778,36,0,Divorced,820,Rural
779,38,0,Married,644,Urban
780,49,0,Single,724,Suburban
781,42,0,Divorced,708,Suburban
782,19,0,Married,824,Urban
783,45,0,Single,602,Urban
784,49,0,Single,668,Rural
785,48,0,Divorced,590,Urban
786,56,1,Married,665,Urban
787,52,0,Married,698,Urban
788,46,0,Divorced,691,Urban
789,38,0,Married,716,Urban
790,18,0,Married,641,Urban
791,46,0,Widowed,803,Suburban
792,43,0,Married,736,Urban
793,44,0,Widowed,760,Urban
794,20,0,Married,714,Rural
795,23,0,Married,631,Suburban
796,55,1,Single,682,Urban
797,39,0,Single,659,Suburban
798,50,0,Single,683,Urban
799,40,0,Single,628,Urban
800,40,0,Divorced,598,Urban
801,54,0,Married,593,Rural
802,32,0,Married,741,Urban
803,41,0,Married,703,Urban
804,33,0,Single,737,Rural
805,33,0,Married,828,Rural
806,35,0,Married,674,Rural
807,43,0,Married,714,Rural
808,32,0,Married,738,Urban
809,58,1,Married,757,Rural
810,26,0,Single,731,Rural
811,37,0,Married,711,Urban
812,33,0,Divorced,684,Urban
813,61,1,Single,713,Urban
814,42,0,Married,602,Rural
815,55,1,Single,716,Rural
816,18,0,Married,724,Suburban
817,44,0,Single,706,Suburban
818,53,0,Widowed,672,Urban
819,41,0,Single,631,Suburban
820,55,1,Single,781,Suburban
821,32,0,Married,643,Urban
822,61,1,Married,754,Urban
823,74,1,Divorced,748,Urban
824,34,0,Married,710,Suburban
825,33,0,Married,759,Suburban
826,61,1,Married,766,Urban
827,63,1,Single,768,Suburban
828,32,0,Married,764,Rural
829,33,0,Widowed,775,Suburban
830,35,0,Married,752,Urban
831,19,0,Married,667,Urban
832,26,0,Single,683,Urban
833,24,0,Married,623,Rural
834,28,0,Single,738,Rural
835,39,0,Married,690,Suburban
836,43,0,Married,672,Suburban
837,63,1,Married,705,Rural
838,25,0,Widowed,759,Urban
839,54,0,Single,759,Urban
840,36,0,Single,751,Urban
841,39,0,Married,691,Urban
842,50,0,Single,694,Urban
843,23,0,Married,708,Rural
844,45,0,Widowed,662,Suburban
845,42,0,Single,656,Urban
846,47,0,Single,834,Rural
847,44,0,Married,674,Urban
848,76,1,Single,674,Suburban
849,30,0,Married,801,Urban
850,32,0,Widowed,668,Rural
851,30,0,Married,718,Suburban
852,31,0,Married,732,Suburban
853,30,0,Married,676,Suburban
854,57,1,Married,709,Urban
855,61,1,Married,785,Urban
856,31,0,Divorced,758,Suburban
857,27,0,Single,694,Rural
858,47,0,Divorced,604,Suburban
859,31,0,Divorced,753,Suburban
860,49,0,Married,617,Suburban
861,43,0,Single,707,Urban
862,18,0,Married,662,Rural
863,63,1,Widowed,772,Suburban
864,66,1,Married,654,Rural
865,30,0,Married,629,Rural
866,34,0,Married,707,Urban
867,44,0,Married,663,Suburban
868,45,0,Married,705,Suburban
869,49,0,Married,710,Urban
870,70,1,Single,737,Rural
871,37,0,Divorced,671,Urban
872,28,0,Married,697,Urban
873,19,0,Married,770,Urban
874,29,0,Divorced,739,Urban
875,39,0,Married,630,Urban
876,66,1,Divorced,771,Suburban
877,32,0,Married,722,Suburban
878,43,0,Single,733,Urban
879,39,0,Single,688,Suburban
880,57,1,Single,681,Rural
881,77,1,Divorced,736,Urban
882,32,0,Married,712,Urban
883,32,0,Married,653,Urban
884,55,1,Single,715,Rural
885,50,0,Divorced,733,Suburban
886,67,1,Married,699,Suburban
887,48,0,Divorced,580,Suburban
